reputacao_artista,altura,largura,peso,preco_escultura,preco_base_envio,diferenca_dias_entrega,data_agendada_dias,data_agendada_mes,data_agendada_ano,data_entrega_dias,data_entrega_mes,data_entrega_ano,internacional_Sim,envio_expresso_Sim,instalacao_incluida_Sim,fragil_Sim,pedido_extra_cliente_Sim,localizacao_remota_Sim,material_Argila,material_Bronze,material_Latão,material_Madeira,material_Mármore,material_Não especificado,material_Pedra,transporte_Aéreo,transporte_Não especificado,transporte_Rodoviário
0.87,2.1336,1.2192,36.28736,24.465,122.1675,-2,7,1,2021,5,1,2021,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True
0.28,2.1336,1.2192,105.233344,21.84,99.75,4,22,8,2021,26,8,2021,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False
0.08,2.4384,1.524,93.893544,16.537499999999998,83.4225,0,8,6,2021,8,6,2021,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
0.62,3.6576,1.8288,46.719976,32.76,110.7225,0,24,8,2019,24,8,2019,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
0.68,8.5344,4.2672,270.794424,18.4275,111.2475,-3,7,8,2022,4,8,2022,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.54,3.048,1.2192,127.912944,20.685,100.59,4,5,4,2019,9,4,2019,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
0.25,4.572,1.8288,224.074448,24.255,106.26,-4,9,3,2022,5,3,2022,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
0.14,5.486400000000001,2.1336,90.264808,20.7375,56.9625,4,2,10,2022,6,10,2022,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
0.52,5.486400000000001,2.1336,378.74932,23.31,124.53,0,2,10,2020,2,10,2020,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
0.74,7.315200000000001,2.4384,713.046624,17.43,104.1075,2,1,6,2019,3,6,2019,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True
0.51,7.315200000000001,4.2672,97.975872,31.3425,88.2525,1,18,1,2022,19,1,2022,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0.31,5.7912,2.1336,101.604608,22.68,56.1225,3,4,6,2023,7,6,2023,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
0.29,6.096,1.8288,122.46984,16.0125,119.6475,3,3,3,2022,6,3,2022,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
0.78,4.8768,2.4384,709.417888,35.07,128.1525,0,1,8,2021,1,8,2021,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False
0.39,7.315200000000001,3.048,1026.932288,31.29,126.6825,3,14,2,2022,17,2,2022,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
0.07,4.572,2.1336,822.815888,30.3975,130.515,2,14,8,2023,16,8,2023,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True
0.56,0.9144,0.9144,21.318824,22.1025,63.682500000000005,3,25,8,2023,28,8,2023,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
0.82,2.7432000000000003,1.524,1665.136232,34.125,95.76,2,22,6,2022,24,6,2022,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.45,2.4384,1.524,23.586784,36.75,90.405,0,11,12,2020,11,12,2020,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False
0.22,7.62,3.048,686.738288,17.43,123.69,-1,18,6,2020,17,6,2020,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
0.12,2.1336,1.2192,761.127376,35.91,97.4925,2,29,12,2019,31,12,2019,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0.29,6.7056,2.4384,347.451472,31.7625,101.9025,0,21,9,2021,21,9,2021,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.67,0.9144,0.6096,4.082328,33.495,116.13,4,2,8,2021,6,8,2021,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.15,11.5824,3.3528,342.915552,20.055,129.67499999999998,-4,7,1,2019,3,1,2019,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
0.15,5.7912,1.8288,2244.826808,38.01,115.29,0,16,2,2021,16,2,2021,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
0.33,2.1336,1.2192,36.28736,18.4275,105.7875,0,2,12,2021,2,12,2021,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
0.66,9.4488,3.6576,236.775024,30.9225,76.335,0,28,1,2019,28,1,2019,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False
0.47,7.9248,2.7432000000000003,133.80964,33.075,64.365,3,30,8,2019,2,9,2019,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.88,4.8768,2.1336,450.416856,33.1275,108.78,-3,27,1,2021,24,1,2021,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True
0.86,0.9144,0.9144,34.472992,35.0175,92.9775,3,9,2,2022,12,2,2022,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True
0.37,1.2192,0.9144,30.390664,19.7925,92.19,1,5,11,2020,6,11,2020,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
0.41,7.315200000000001,2.4384,534.784968,30.8175,55.755,1,12,9,2019,13,9,2019,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.94,4.8768,2.4384,234.053472,27.5625,62.6325,2,25,12,2021,27,12,2021,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0.87,3.048,1.2192,37.194544,32.7075,88.7775,0,31,5,2023,31,5,2023,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0.11,3.9624,2.1336,76.203456,18.375,109.305,-1,10,2,2022,9,2,2022,True,True,True,False,True,True,False,False,False,True,False,False,False,True,False,False
0.31,2.4384,1.2192,32.658624,33.285,123.27,0,26,1,2020,26,1,2020,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False
0.58,7.315200000000001,1.8288,113.851592,33.075,65.205,-1,22,4,2020,21,4,2020,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False
0.63,3.9624,1.8288,127.459352,16.8,102.0075,-4,29,9,2021,25,9,2021,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.82,5.1816,2.4384,74.84268,22.47,100.1175,-2,24,3,2021,22,3,2021,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
0.96,2.1336,1.2192,17.690088,19.215,119.49,-4,27,6,2021,23,6,2021,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0.14,5.7912,2.7432000000000003,130.180904,23.7825,65.10000000000001,0,23,9,2020,23,9,2020,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
0.75,9.144,1.8288,929.8636,45.0975,86.9925,-3,18,6,2023,15,6,2023,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False
0.17,3.3528,1.8288,140.159928,25.3575,70.4025,1,17,1,2019,18,1,2019,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0.0,1.2192,0.9144,29.937072,18.0075,102.5325,2,9,3,2022,11,3,2022,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
0.77,4.572,1.8288,827.351808,48.7725,88.095,3,28,2,2023,3,3,2023,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
0.46,2.1336,1.2192,23.133192,17.0625,87.15,3,15,2,2023,18,2,2023,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True
0.3,13.716,4.572,466.746168,24.675,99.75,3,3,2,2020,6,2,2020,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.06,3.048,1.524,489.87936,28.455,112.0875,-3,20,3,2021,17,3,2021,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
0.87,3.6576,2.4384,348.812248,25.305,86.9925,1,29,9,2021,30,9,2021,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
0.77,3.9624,2.1336,146.510216,26.145000000000003,110.88,2,30,6,2020,2,7,2020,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.24,4.8768,1.8288,294.381208,33.1275,76.3875,4,18,3,2021,22,3,2021,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False
0.2,1.8288,1.2192,1593.468696,41.685,87.8325,-4,21,5,2019,17,5,2019,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
0.46,4.8768,2.4384,1217.89452,46.41,67.305,-1,23,5,2020,22,5,2020,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
0.34,5.486400000000001,2.7432000000000003,554.2894239999999,21.1575,83.265,-3,2,10,2021,29,9,2021,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False
0.48,3.048,1.524,584.226496,37.1175,65.415,3,7,7,2023,10,7,2023,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
0.19,5.486400000000001,3.3528,278.051896,16.537499999999998,123.165,-1,2,12,2019,1,12,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.29,7.9248,2.1336,64.410064,21.105,66.78,1,30,4,2020,1,5,2020,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.87,5.1816,2.4384,345.183512,30.975,98.7525,-1,28,9,2022,27,9,2022,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0.04,1.2192,1.2192,43.998424,19.4775,85.155,1,28,1,2020,29,1,2020,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
0.8,2.7432000000000003,1.524,372.852624,27.6675,123.165,4,10,7,2019,14,7,2019,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True
0.72,3.048,1.524,160.117976,17.7975,71.82,1,15,5,2023,16,5,2023,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
0.92,1.524,0.9144,13.60776,36.0675,102.7425,1,14,1,2021,15,1,2021,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.04,2.4384,1.2192,23.586784,21.735,58.852500000000006,3,29,10,2021,1,11,2021,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.12,7.9248,3.048,294.8348,33.0225,87.57,3,21,4,2019,24,4,2019,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
0.51,4.8768,1.8288,786.5285279999999,29.6625,60.7425,4,27,6,2020,1,7,2020,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
0.64,7.315200000000001,3.6576,98.429464,21.21,109.5675,0,9,9,2021,9,9,2021,True,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
0.47,2.4384,1.524,298.463536,34.9125,57.8025,-2,28,6,2020,26,6,2020,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
0.77,1.2192,0.9144,17.690088,26.25,70.9275,-1,6,8,2021,5,8,2021,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.82,5.7912,3.048,167.375448,36.645,98.595,0,28,9,2022,28,9,2022,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
0.12,0.9144,0.6096,6.80388,35.805,68.77499999999999,-4,23,3,2021,19,3,2021,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.32,4.8768,1.8288,281.680632,21.8925,53.0775,4,27,3,2022,31,3,2022,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
0.61,4.8768,1.8288,787.435712,37.7475,116.235,-3,29,5,2019,26,5,2019,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
0.38,6.096,2.4384,263.990544,33.1275,74.3925,-4,18,10,2020,14,10,2020,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0.39,4.572,1.8288,181.890392,30.6075,128.205,-2,24,5,2022,22,5,2022,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0.95,0.9144,0.6096,2.26796,25.62,80.3775,4,22,4,2023,26,4,2023,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.4,1.8288,1.2192,35.833768,27.93,73.7625,0,14,4,2021,14,4,2021,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False
0.12,2.7432000000000003,1.524,191.869416,34.545,68.6175,1,22,6,2023,23,6,2023,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
0.42,7.010400000000001,3.048,567.443592,21.315,126.4725,-4,15,5,2022,11,5,2022,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.47,7.010400000000001,4.572,196.405336,24.78,121.4325,-1,21,6,2023,20,6,2023,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0.37,3.6576,2.4384,369.67748,19.32,118.1775,4,2,10,2022,6,10,2022,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
0.4,3.048,1.2192,32.205032,19.5825,63.21,0,28,5,2021,28,5,2021,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.06,5.1816,2.1336,1369.394248,32.9175,105.9975,-1,18,1,2021,17,1,2021,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.87,4.8768,2.4384,36.740952,29.2425,83.5275,0,15,4,2023,15,4,2023,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
0.38,3.9624,2.4384,996.541624,30.9225,84.3675,-1,23,1,2023,22,1,2023,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
0.33,3.9624,2.4384,364.687968,21.42,55.755,-4,26,1,2019,22,1,2019,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False
0.65,3.6576,1.8288,70.30676,20.895,128.1,4,3,4,2021,7,4,2021,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.39,4.572,1.8288,178.261656,29.5575,123.585,-1,17,6,2022,16,6,2022,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True
0.34,0.9144,0.6096,6.80388,16.7475,113.19,1,8,7,2020,9,7,2020,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
0.2,1.8288,1.524,117.026736,21.2625,62.4225,-2,24,9,2021,22,9,2021,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
0.04,4.572,1.8288,771.559992,30.765,113.9775,-1,10,2,2020,9,2,2020,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
0.1,2.1336,1.2192,75.296272,20.37,108.57,3,14,5,2022,17,5,2022,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False
0.72,8.2296,3.3528,961.161448,37.695,81.7425,3,19,2,2022,22,2,2022,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.94,3.9624,1.8288,58.513368,23.9925,84.89250000000001,-4,15,8,2023,11,8,2023,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
0.21,2.4384,1.524,67.585208,36.4875,70.5075,-3,23,9,2019,20,9,2019,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
0.21,11.8872,3.9624,509.837408,35.0175,73.71,1,13,3,2022,14,3,2022,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
0.13,7.62,2.4384,588.308824,18.1125,54.705,0,25,3,2023,25,3,2023,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0.05,10.668,4.2672,421.386968,34.23,82.6875,0,19,4,2020,19,4,2020,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.26,4.572,1.8288,49.441528,27.2475,127.155,3,24,6,2019,27,6,2019,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
0.33,3.6576,1.8288,53.977448,34.3875,113.715,-1,1,8,2019,31,7,2019,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.66,4.572,2.1336,39.462504,24.2025,85.68,2,7,11,2022,9,11,2022,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True
0.26,7.62,3.6576,689.45984,30.082500000000003,73.7625,-1,2,5,2022,1,5,2022,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.66,6.096,2.7432000000000003,375.574176,26.25,113.1375,2,5,5,2020,7,5,2020,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.08,5.486400000000001,2.4384,175.540104,22.207500000000003,88.725,-3,23,11,2022,20,11,2022,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0.2,1.8288,1.524,14.061352,19.32,55.1775,4,2,2,2020,6,2,2020,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
0.09,4.572,2.1336,186.426312,22.3125,66.41250000000001,0,23,9,2022,23,9,2022,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False
0.33,5.7912,2.1336,117.480328,23.415,116.13,4,22,11,2022,26,11,2022,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.1,2.7432000000000003,1.524,328.400608,18.7425,65.10000000000001,-2,25,7,2023,23,7,2023,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
0.89,7.9248,2.7432000000000003,639.56472,38.2725,54.9675,-2,14,7,2020,12,7,2020,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.92,0.9144,0.6096,52.616672,29.295,127.7325,-3,6,4,2019,3,4,2019,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
0.59,10.668,2.7432000000000003,677.212856,40.1625,123.3225,4,26,3,2022,30,3,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.75,3.9624,1.8288,72.57472,24.2025,105.0,0,29,3,2020,29,3,2020,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.14,4.2672,2.1336,265.35132,17.745,54.4425,4,10,7,2021,14,7,2021,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False
0.67,4.2672,1.8288,428.190848,35.5425,104.1075,0,24,7,2021,24,7,2021,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
0.61,9.144,1.8288,912.173512,47.145,79.1175,0,30,5,2019,30,5,2019,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
0.23,5.486400000000001,2.7432000000000003,629.132104,36.2775,102.165,0,16,12,2022,16,12,2022,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
0.25,5.7912,1.8288,452.684816,18.0075,109.515,-2,9,1,2020,7,1,2020,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
0.66,5.486400000000001,2.1336,535.23856,35.91,85.4175,4,6,9,2021,10,9,2021,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
0.55,1.2192,1.2192,151.046136,20.0025,69.5625,2,24,12,2021,26,12,2021,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0.01,11.5824,4.2672,603.27736,22.68,94.815,4,30,9,2022,4,10,2022,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0.01,4.2672,2.4384,1998.979944,23.625,68.77499999999999,3,30,10,2019,2,11,2019,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False
0.58,3.048,1.2192,51.255896,23.31,96.0225,-4,1,5,2022,27,4,2022,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.02,3.048,1.524,567.897184,33.7575,124.0575,3,6,10,2021,9,10,2021,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
0.16,5.7912,2.7432000000000003,679.480816,34.4925,112.665,1,12,6,2019,13,6,2019,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False
0.27,3.048,1.524,56.245408,27.405,77.6475,0,2,5,2022,2,5,2022,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.04,5.1816,1.8288,101.151016,20.6325,95.13,-1,1,6,2019,31,5,2019,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0.21,4.2672,2.1336,1054.147808,22.1025,81.8475,1,25,7,2022,26,7,2022,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
0.15,8.5344,3.3528,157.396424,19.11,76.23,-1,10,10,2022,9,10,2022,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.16,4.572,2.1336,322.957504,35.3325,67.1475,3,11,7,2022,14,7,2022,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
0.27,6.7056,4.2672,1763.112104,26.355,111.825,0,30,5,2023,30,5,2023,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
0.74,0.9144,0.6096,32.658624,28.665,60.9525,0,1,8,2023,1,8,2023,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False
0.36,7.315200000000001,3.9624,1089.074392,27.8775,65.8875,1,24,12,2022,25,12,2022,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False
0.07,9.144,3.048,225.888816,28.56,72.87,-4,4,9,2019,31,8,2019,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.34,3.9624,1.8288,85.275296,35.9625,94.2375,-4,17,8,2019,13,8,2019,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.92,2.4384,1.2192,28.122704,27.72,125.1075,4,11,1,2019,15,1,2019,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0.68,2.4384,1.2192,220.899304,20.8425,75.4425,0,16,12,2021,16,12,2021,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0.52,4.8768,2.4384,185.519128,26.8275,101.43,-3,9,1,2020,6,1,2020,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0.16,10.0584,2.1336,623.235408,23.835,88.83000000000001,-1,1,11,2022,31,10,2022,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False
0.79,4.572,2.1336,800.58988,41.265,120.645,1,5,1,2022,6,1,2022,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.06,4.8768,2.1336,377.842136,17.0625,126.8925,-1,21,1,2023,20,1,2023,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False
0.27,7.010400000000001,2.1336,376.934952,32.6025,54.5475,1,25,4,2022,26,4,2022,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
0.45,11.5824,2.7432000000000003,142.427888,33.81,74.235,-4,18,6,2022,14,6,2022,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
0.15,8.8392,2.7432000000000003,798.7755119999999,28.455,60.4275,0,30,3,2020,30,3,2020,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.87,7.010400000000001,2.4384,418.665416,27.7725,112.245,-4,6,10,2020,2,10,2020,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0.65,1.2192,0.9144,26.761928,23.520000000000003,68.04,1,3,11,2021,4,11,2021,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False
0.14,3.048,1.2192,27.669112,27.825,120.12,-2,22,1,2019,20,1,2019,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.44,1.8288,1.2192,166.921856,20.475,69.1425,2,5,12,2019,7,12,2019,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0.15,3.9624,2.4384,526.620312,28.56,94.71,-3,11,2,2021,8,2,2021,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0.62,8.8392,4.2672,874.071784,26.5125,61.32,0,27,10,2019,27,10,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.44,5.1816,2.1336,1229.23432,35.7525,64.785,-3,25,8,2019,22,8,2019,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
0.73,4.8768,1.8288,147.870992,29.6625,114.975,0,4,10,2022,4,10,2022,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0.49,1.2192,0.9144,15.87572,24.5175,59.5875,-3,10,4,2019,7,4,2019,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
0.31,5.486400000000001,3.048,2232.126232,28.56,113.295,1,29,1,2023,30,1,2023,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.16,3.3528,1.8288,121.562656,30.9225,115.5525,-3,3,4,2021,31,3,2021,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.14,1.524,1.524,178.261656,34.545,67.7775,1,23,1,2023,24,1,2023,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.36,2.4384,1.524,34.0194,34.3875,130.5675,-4,24,5,2021,20,5,2021,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.55,7.62,1.8288,535.23856,46.935,73.7625,1,19,5,2021,20,5,2021,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0.2,7.315200000000001,3.3528,139.252744,16.17,105.5775,-3,6,7,2021,3,7,2021,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.42,2.7432000000000003,1.524,2119.181824,39.8475,67.515,0,17,6,2021,17,6,2021,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0.23,2.4384,1.2192,203.209216,34.65,60.690000000000005,-4,31,7,2021,27,7,2021,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
0.43,3.3528,2.1336,73.028312,35.9625,91.98,-3,21,6,2020,18,6,2020,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.48,6.7056,4.2672,254.01152,17.01,127.2075,1,4,3,2020,5,3,2020,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.08,3.048,1.2192,125.191392,25.0425,115.815,0,6,4,2023,6,4,2023,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
0.26,7.315200000000001,2.4384,1450.587216,37.9575,96.7575,3,16,11,2022,19,11,2022,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
0.73,6.096,2.1336,92.532768,29.505,100.5375,-4,25,1,2021,21,1,2021,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False
0.33,3.048,1.524,36.740952,30.082500000000003,129.0975,-4,17,11,2020,13,11,2020,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.93,1.2192,1.2192,28.122704,29.295,105.0525,-3,3,3,2023,28,2,2023,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False
0.92,1.524,1.2192,18.14368,35.6475,72.97500000000001,0,10,7,2022,10,7,2022,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
0.11,4.2672,1.8288,98.429464,25.4625,107.2575,0,23,7,2022,23,7,2022,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.79,6.4008,3.048,2208.085856,30.082500000000003,81.5325,-2,21,4,2021,19,4,2021,True,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False
0.83,3.048,1.2192,229.06396,27.1425,73.5,4,31,10,2021,4,11,2021,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
0.64,2.4384,1.2192,13.60776,20.37,62.685,-1,22,8,2020,21,8,2020,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False
0.22,2.7432000000000003,1.524,33.565808,31.9725,125.4225,4,9,1,2019,13,1,2019,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
0.38,4.2672,2.4384,60.781328,27.3525,93.1875,0,24,12,2019,24,12,2019,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False
0.36,11.5824,2.4384,228.610368,19.5825,95.6025,2,15,4,2019,17,4,2019,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.75,1.524,1.2192,36.740952,29.3475,81.7425,1,9,1,2020,10,1,2020,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
0.2,1.8288,1.2192,655.44044,35.8575,108.57,1,14,3,2022,15,3,2022,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0.72,7.62,1.8288,61.688512,31.08,104.1075,-2,18,2,2019,16,2,2019,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False
0.25,3.3528,1.8288,117.93392,27.615,88.725,1,11,4,2020,12,4,2020,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
